# SHOT START
# legend_version=3
# time_base=ms_since_boot
# units: pressure=bar, flow=ml_s, output=percent, derivative=bar_s
# raw_p = raw pressure sensor reading
# flt_p = filtered pressure used by controller
# sp_raw = raw incoming pressure setpoint currently held by the profile engine
# sp_flt = filtered pressure setpoint actually used internally by the controller
# sp_recipe = visual recipe reference; ideal profile target for display/comparison
# sp_ctrl = control reference after internal conditioning; command seen by control logic
# sp_flt_d = derivative of filtered pressure setpoint
# ctrl_out = final controller output command in percent
# pump_duty = internal normalized pressure-branch duty estimate
# pump_flow = estimated pump flow
# coffee_flow = estimated outflow through puck / coffee flow
# u_raw = pressure branch output after clamp and before final slew limiter
# u_applied = pressure branch output after final slew limiter
# u_delta = u_raw - u_applied; limiter intervention magnitude
# limiter_active_up = 1 when rise slew limiter is active
# limiter_active_down = 1 when drop slew limiter is active
# error_integral = integral state of legacy pressure controller
# u_unclamped_raw = controller output before 0..100 clamp
# u_clamped_raw = controller output after 0..100 clamp and before slew limiter
# u_clamp_delta = u_unclamped_raw - u_clamped_raw
# clamp_active_high = 1 when output was clipped by upper clamp
# clamp_active_low = 1 when output was clipped by lower clamp
# u_fb = legacy pressure feedback contribution
# u_ff_hold = static feedforward contribution
# u_ff_dyn = dynamic feedforward contribution
# u_ff_dyn_raw = raw dynamic feedforward request before FF-path LPF and slew limiting
# ff_pressure_w = pressure-window weight applied to dynamic FF
# ff_above_w = above-target suppression weight applied to dynamic FF
# ff_gamma = ramp-dependent gamma multiplier applied to dynamic FF
# u_ff_total = total feedforward contribution
# ramp_hold_active = 1 when the downstream drop-rate hold is active during ramp-up
# drop_rate_active = active downstream output drop-rate cap in percent per second
# mpc_shadow_enabled = 1 when shadow MPC is being computed in parallel
# mpc_u_shadow = total output suggested by shadow MPC; not applied to actuator in shadow stage
# mpc_u_ss = steady-state component suggested by shadow MPC
# mpc_u_trim = corrective trim component suggested by shadow MPC
# mpc_p1_pred = one-step pressure prediction from shadow MPC model
# mpc_pn_pred = terminal pressure prediction at end of shadow MPC horizon
# mpc_qout_est = estimated outflow / load used by shadow MPC model
# mpc_qout_raw = instantaneous outflow / load estimate before shadow-MPC LPF
# mpc_residual = measured minus predicted pressure residual for shadow MPC
# mpc_residual_bias = low-pass residual bias term added to shadow predictions
# mpc_cost = shadow MPC objective value
# power_cmd = floating-point power command sent to pump stage before integer quantization
# power_psm_quantized = integer power actually sent to PSM
# power_quant_residual = sigma-delta residual kept for next quantization step
# tach_period_us = measured time between valid tach pulses in microseconds
# tach_rpm_inst = instantaneous RPM derived from tach_period_us and pulses-per-revolution
# tach_rpm_ema = exponentially filtered published RPM intended for easier visual analysis
# tach_rpm_count_window = RPM derived from ISR-accepted pulse counts over a fixed time window
# tach_rpm_count_window_pcnt_raw = RPM derived from raw PCNT hardware counts over the same window (diagnostic only)
# tach_pcnt_ratio = raw PCNT pulse count divided by ISR-accepted pulse count in the current window
# tach_rpm_pub = RPM value selected for operational use after comparing period and count-window estimates
# tach_quality_ok = 1 when period and count-window RPM agree within tolerance
# tach_rpm_source = 0=none, 1=period branch, 2=count-window fallback
# tach_pulse_count = total number of valid tach pulses seen since the last reset
# tach_glitch_rejects = number of tach edges rejected as implausibly fast glitches or plausibility failures
# tach_pcnt_healthy = 1 when raw PCNT windows have matched ISR-accepted windows for multiple consecutive updates
# tach_timeout = 1 when no recent tach pulse is available and RPM is forced to zero
ms,raw_p,flt_p,sp_raw,sp_flt,sp_recipe,sp_ctrl,sp_flt_d,ctrl_out,pump_duty,pump_flow,coffee_flow,u_raw,u_applied,u_delta,limiter_active_up,limiter_active_down,error_integral,u_unclamped_raw,u_clamped_raw,u_clamp_delta,clamp_active_high,clamp_active_low,u_fb,u_ff_hold,u_ff_dyn,u_ff_dyn_raw,ff_pressure_w,ff_above_w,ff_gamma,u_ff_total,ramp_hold_active,drop_rate_active,mpc_shadow_enabled,mpc_u_shadow,mpc_u_ss,mpc_u_trim,mpc_p1_pred,mpc_pn_pred,mpc_qout_est,mpc_qout_raw,mpc_residual,mpc_residual_bias,mpc_cost,power_cmd,power_psm_quantized,power_quant_residual,tach_period_us,tach_rpm_inst,tach_rpm_ema,tach_rpm_count_window,tach_rpm_count_window_pcnt_raw,tach_pcnt_ratio,tach_rpm_pub,tach_quality_ok,tach_rpm_source,tach_pulse_count,tach_glitch_rejects,tach_pcnt_healthy,tach_timeout
29982,8.725,8.727,9.000,9.000,9.000,9.000,0.000,54.91,0.5491,4.287,0.000,54.91,54.91,0.00,0,0,-2.56221,54.91,54.91,0.00,0,0,54.91,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,56.15,54.63,1.52,8.748,8.850,3.441,0.852,-0.021,0.015,0.312,54.91,55,0.2765,6330,4739.34,3296.86,3253.20,3985.17,1.225,3253.20,0,2,588,15554,0,0
30114,8.041,8.212,9.000,9.000,9.000,9.000,0.000,64.67,0.6467,4.294,0.000,64.67,64.67,0.00,0,0,-2.61673,64.67,64.67,0.00,0,0,64.67,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.19,62.49,4.70,8.224,8.280,3.794,6.311,-0.203,-0.012,4.469,64.67,65,0.1403,9490,3161.22,3257.16,3253.20,3985.17,1.225,3161.22,1,1,602,16028,0,0
30216,8.272,8.191,9.000,9.000,9.000,9.000,0.000,66.03,0.6603,4.396,0.000,66.03,66.03,0.00,0,0,-2.66798,66.03,66.03,0.00,0,0,66.03,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,72.14,67.28,4.86,8.198,8.232,4.362,5.991,0.081,-0.012,5.328,66.03,66,-0.3711,9425,3183.02,3220.15,3253.20,3985.17,1.225,3183.02,1,1,611,16415,0,0
30353,8.841,8.756,9.000,9.000,9.000,9.000,0.000,57.21,0.5721,4.292,0.000,57.21,57.21,0.00,0,0,-2.70101,57.21,57.21,0.00,0,0,57.21,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.56,57.20,1.37,8.774,8.857,3.625,1.138,0.079,0.012,0.271,57.21,57,0.2138,9473,3166.90,3200.68,3217.80,4665.81,1.450,3166.90,1,1,625,16837,0,0
30453,8.558,8.651,9.000,9.000,9.000,9.000,0.000,58.83,0.5883,4.227,0.000,58.83,58.83,0.00,0,0,-2.71886,58.83,58.83,0.00,0,0,58.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,58.11,56.10,2.01,8.668,8.749,3.345,2.871,-0.121,0.004,0.644,58.83,58,0.4295,7492,4004.27,3206.84,3217.80,4665.81,1.450,3217.80,0,2,636,17024,0,0
30587,8.301,8.348,9.000,9.000,9.000,9.000,0.000,64.50,0.6450,4.277,0.000,64.50,64.50,0.00,0,0,-2.77166,64.50,64.50,0.00,0,0,64.50,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.04,63.14,3.90,8.356,8.395,3.898,5.729,-0.063,-0.011,3.149,64.50,65,-0.1300,7742,3874.97,3212.19,3217.80,4665.81,1.450,3217.80,0,2,651,17453,0,0
30724,8.736,8.625,9.000,9.000,9.000,9.000,0.000,60.98,0.6098,4.288,0.000,60.98,60.98,0.00,0,0,-2.81666,60.98,60.98,0.00,0,0,60.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.65,61.45,2.21,8.635,8.684,3.931,2.973,0.114,0.002,0.982,60.98,61,0.3148,7067,4245.08,3220.85,3229.94,4683.41,1.450,3229.94,0,2,666,17795,0,0
30856,8.662,8.685,9.000,9.000,9.000,9.000,0.000,60.80,0.6080,4.233,0.000,60.80,60.80,0.00,0,0,-2.84377,60.80,60.80,0.00,0,0,60.80,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,60.79,58.96,1.83,8.698,8.759,3.595,3.123,-0.038,0.002,0.561,60.80,61,-0.3028,8089,3708.74,3225.29,3229.94,4683.41,1.450,3229.94,0,2,681,18077,0,0
30995,8.556,8.581,9.000,9.000,9.000,9.000,0.000,62.65,0.6265,4.232,0.000,62.65,62.65,0.00,0,0,-2.87876,62.65,62.65,0.00,0,0,62.65,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.40,60.92,2.48,8.590,8.634,3.728,4.354,-0.037,-0.004,1.179,62.65,63,-0.0801,6969,4304.78,3227.56,3229.94,4683.41,1.450,3229.94,0,2,696,18399,0,0
31095,8.624,8.603,9.000,9.000,9.000,9.000,0.000,62.86,0.6286,4.242,0.000,62.86,62.86,0.00,0,0,-2.90330,62.86,62.86,0.00,0,0,62.86,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.18,61.82,2.36,8.611,8.650,3.839,4.169,0.015,-0.003,1.086,62.86,63,-0.3139,8961,3347.84,3264.26,3306.59,5143.58,1.556,3347.84,1,1,706,18657,0,0
31231,8.709,8.702,9.000,9.000,9.000,9.000,0.000,62.46,0.6246,4.228,0.000,62.46,62.46,0.00,0,0,-2.94155,62.46,62.46,0.00,0,0,62.46,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.82,61.07,1.75,8.711,8.756,3.764,3.613,-0.002,-0.000,0.547,62.46,62,0.4423,7686,3903.20,3289.25,3306.59,5143.58,1.556,3306.59,0,2,719,19024,0,0
31366,8.724,8.719,9.000,9.000,9.000,9.000,0.000,62.76,0.6276,4.219,0.000,62.76,62.76,0.00,0,0,-2.96724,62.76,62.76,0.00,0,0,62.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,62.74,61.10,1.65,8.728,8.771,3.745,3.746,-0.004,-0.001,0.483,62.76,62,0.3833,7153,4194.04,3297.71,3306.59,5143.58,1.556,3306.59,0,2,734,19352,0,0
31503,8.732,8.715,9.000,9.000,9.000,9.000,0.000,63.32,0.6332,4.223,0.000,63.32,63.32,0.00,0,0,-2.99400,63.32,63.32,0.00,0,0,63.32,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.64,61.96,1.68,8.723,8.758,3.824,3.948,0.011,-0.002,0.522,63.32,63,0.2494,8304,3612.72,3229.34,3157.61,4453.04,1.410,3157.61,0,2,748,19725,0,0
31637,8.769,8.749,9.000,9.000,9.000,9.000,0.000,63.38,0.6338,4.224,0.000,63.38,63.38,0.00,0,0,-3.01816,63.38,63.38,0.00,0,0,63.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.63,62.16,1.47,8.757,8.791,3.846,3.802,0.014,-0.001,0.394,63.38,64,-0.4324,6500,4615.38,3194.34,3157.61,4453.04,1.410,3157.61,0,2,764,20124,0,0
31738,8.748,8.752,9.000,9.000,9.000,9.000,0.000,63.64,0.6364,4.223,0.000,63.64,63.64,0.00,0,0,-3.03295,63.64,63.64,0.00,0,0,63.64,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,63.81,62.35,1.46,8.759,8.792,3.853,3.928,-0.011,-0.001,0.391,63.64,64,-0.3321,7975,3761.76,3181.12,3157.61,4453.04,1.410,3157.61,0,2,774,20383,0,0
31874,8.773,8.767,9.000,9.000,9.000,9.000,0.000,63.88,0.6388,4.224,0.000,63.88,63.88,0.00,0,0,-3.05449,63.88,63.88,0.00,0,0,63.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.06,62.69,1.37,8.774,8.804,3.883,3.949,-0.000,-0.001,0.345,63.88,64,0.1252,7837,3828.00,3168.25,3109.53,4863.62,1.564,3109.53,0,2,788,20694,0,0
32011,8.786,8.787,9.000,9.000,9.000,9.000,0.000,64.04,0.6404,4.225,0.000,64.04,64.04,0.00,0,0,-3.07439,64.04,64.04,0.00,0,0,64.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.16,62.91,1.26,8.793,8.821,3.900,3.934,-0.007,-0.001,0.288,64.04,64,0.1390,7995,3752.35,3139.59,3109.53,4863.62,1.564,3109.53,0,2,803,21051,0,0
32149,8.799,8.795,9.000,9.000,9.000,9.000,0.000,64.30,0.6430,4.226,0.000,64.30,64.30,0.00,0,0,-3.09298,64.30,64.30,0.00,0,0,64.30,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.42,63.22,1.20,8.801,8.827,3.924,4.008,-0.002,-0.001,0.267,64.30,65,-0.2511,6247,4802.31,3124.92,3109.53,4863.62,1.564,3109.53,0,2,818,21392,0,0
32250,8.811,8.800,9.000,9.000,9.000,9.000,0.000,64.49,0.6449,4.230,0.000,64.49,64.49,0.00,0,0,-3.10536,64.49,64.49,0.00,0,0,64.49,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,64.73,63.55,1.18,8.805,8.829,3.956,4.041,0.007,-0.001,0.260,64.49,65,-0.2518,10603,2829.39,3193.85,3316.38,3979.66,1.200,3316.38,0,2,828,21612,0,0
32383,8.810,8.809,9.000,9.000,9.000,9.000,0.000,64.72,0.6472,4.235,0.000,64.72,64.72,0.00,0,0,-3.12280,64.72,64.72,0.00,0,0,64.72,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.03,63.90,1.13,8.813,8.835,3.987,4.076,-0.004,-0.002,0.241,64.72,65,-0.3225,7535,3981.42,3272.41,3316.38,3979.66,1.200,3316.38,0,2,843,21977,0,0
32520,8.838,8.834,9.000,9.000,9.000,9.000,0.000,64.84,0.6484,4.236,0.000,64.84,64.84,0.00,0,0,-3.14349,64.84,64.84,0.00,0,0,64.84,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.00,64.03,0.98,8.838,8.860,3.996,4.016,-0.000,-0.001,0.177,64.84,65,-0.2735,7947,3775.01,3298.37,3316.38,3979.66,1.200,3316.38,0,2,858,22320,0,0
32658,8.833,8.834,9.000,9.000,9.000,9.000,0.000,65.13,0.6513,4.240,0.000,65.13,65.13,0.00,0,0,-3.15840,65.13,65.13,0.00,0,0,65.13,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.38,64.39,0.98,8.837,8.856,4.025,4.131,-0.005,-0.001,0.183,65.13,65,-0.1911,6508,4609.71,3223.61,3145.16,4435.48,1.410,3145.16,0,2,873,22646,0,0
32795,8.871,8.858,9.000,9.000,9.000,9.000,0.000,65.12,0.6512,4.241,0.000,65.12,65.12,0.00,0,0,-3.17185,65.12,65.12,0.00,0,0,65.12,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.26,64.42,0.84,8.862,8.881,4.030,4.010,0.010,-0.001,0.128,65.12,65,0.1535,9878,3037.05,3163.70,3145.16,4435.48,1.410,3037.05,1,1,887,22973,0,0
32927,8.863,8.860,9.000,9.000,9.000,9.000,0.000,65.34,0.6534,4.243,0.000,65.34,65.34,0.00,0,0,-3.18450,65.34,65.34,0.00,0,0,65.34,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.47,64.65,0.83,8.863,8.881,4.045,4.104,-0.000,-0.001,0.127,65.34,65,-0.0572,6277,4779.35,3193.15,3337.61,4792.47,1.436,3337.61,0,2,902,23341,0,0
33064,8.860,8.863,9.000,9.000,9.000,9.000,0.000,65.54,0.6554,4.246,0.000,65.54,65.54,0.00,0,0,-3.19659,65.54,65.54,0.00,0,0,65.54,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.72,64.91,0.81,8.866,8.881,4.066,4.170,-0.007,-0.001,0.125,65.54,65,0.2349,6831,4391.74,3263.65,3337.61,4792.47,1.436,3337.61,0,2,917,23667,0,0
33198,8.884,8.880,9.000,9.000,9.000,9.000,0.000,65.71,0.6571,4.251,0.000,65.71,65.71,0.00,0,0,-3.21546,65.71,65.71,0.00,0,0,65.71,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,65.93,65.22,0.71,8.883,8.897,4.097,4.127,0.001,-0.001,0.095,65.71,65,0.4243,8367,3585.51,3313.37,3337.61,4792.47,1.436,3337.61,0,2,930,24043,0,0
33300,8.883,8.883,9.000,9.000,9.000,9.000,0.000,65.82,0.6582,4.253,0.000,65.82,65.82,0.00,0,0,-3.22249,65.82,65.82,0.00,0,0,65.82,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.05,65.36,0.69,8.886,8.899,4.107,4.157,-0.003,-0.001,0.091,65.82,66,0.0009,7001,4285.10,3275.52,3104.72,5065.59,1.632,3104.72,0,2,940,24334,0,0
33432,8.891,8.887,9.000,9.000,9.000,9.000,0.000,65.98,0.6598,4.258,0.000,65.98,65.98,0.00,0,0,-3.23300,65.98,65.98,0.00,0,0,65.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.28,65.61,0.67,8.890,8.901,4.131,4.173,0.001,-0.001,0.086,65.98,66,-0.1295,7927,3784.53,3213.21,3104.72,5065.59,1.632,3104.72,0,2,954,24668,0,0
33569,8.910,8.903,9.000,9.000,9.000,9.000,0.000,65.98,0.6598,4.259,0.000,65.98,65.98,0.00,0,0,-3.24213,65.98,65.98,0.00,0,0,65.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.16,65.59,0.57,8.905,8.917,4.128,4.107,0.006,-0.001,0.062,65.98,66,-0.2202,7305,4106.78,3160.27,3104.72,5065.59,1.632,3104.72,0,2,968,24974,0,0
33704,8.905,8.902,9.000,9.000,9.000,9.000,0.000,66.17,0.6617,4.262,0.000,66.17,66.17,0.00,0,0,-3.25116,66.17,66.17,0.00,0,0,66.17,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.38,65.80,0.58,8.904,8.915,4.143,4.180,0.001,-0.001,0.064,66.17,66,0.1838,7130,4207.57,3190.97,3265.31,3755.11,1.150,3265.31,0,2,985,25344,0,0
33805,8.920,8.910,9.000,9.000,9.000,9.000,0.000,66.19,0.6619,4.264,0.000,66.19,66.19,0.00,0,0,-3.25688,66.19,66.19,0.00,0,0,66.19,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.39,65.86,0.53,8.912,8.923,4.150,4.136,0.009,-0.000,0.053,66.19,67,-0.3742,10031,2990.73,3217.74,3265.31,3755.11,1.150,3265.31,0,2,995,25620,0,0
33938,8.920,8.918,9.000,9.000,9.000,9.000,0.000,66.24,0.6624,4.264,0.000,66.24,66.24,0.00,0,0,-3.26422,66.24,66.24,0.00,0,0,66.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.30,65.82,0.48,8.921,8.932,4.140,4.143,-0.001,-0.000,0.042,66.24,66,0.1861,6763,4435.90,3240.96,3265.31,3755.11,1.150,3265.31,0,2,1010,25965,0,0
34078,8.939,8.930,9.000,9.000,9.000,9.000,0.000,66.24,0.6624,4.264,0.000,66.24,66.24,0.00,0,0,-3.27131,66.24,66.24,0.00,0,0,66.24,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.25,65.84,0.41,8.932,8.943,4.144,4.095,0.008,-0.000,0.030,66.24,66,0.0863,6632,4523.52,3238.32,3224.97,5079.32,1.575,3224.97,0,2,1025,26277,0,0
34212,8.946,8.939,9.000,9.000,9.000,9.000,0.000,66.26,0.6626,4.262,0.000,66.26,66.26,0.00,0,0,-3.27726,66.26,66.26,0.00,0,0,66.26,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.14,65.79,0.35,8.941,8.953,4.134,4.090,0.005,0.000,0.021,66.26,66,-0.0760,7459,4021.99,3231.80,3224.97,5079.32,1.575,3224.97,0,2,1039,26681,0,0
34313,8.940,8.935,9.000,9.000,9.000,9.000,0.000,66.38,0.6638,4.262,0.000,66.38,66.38,0.00,0,0,-3.28130,66.38,66.38,0.00,0,0,66.38,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.30,65.92,0.38,8.937,8.947,4.143,4.165,0.003,-0.000,0.026,66.38,67,-0.2975,9821,3054.68,3229.34,3224.97,5079.32,1.575,3224.97,0,2,1049,26882,0,0
34449,8.946,8.937,9.000,9.000,9.000,9.000,0.000,66.48,0.6648,4.264,0.000,66.48,66.48,0.00,0,0,-3.28754,66.48,66.48,0.00,0,0,66.48,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.51,66.15,0.37,8.939,8.947,4.168,4.176,0.008,-0.000,0.025,66.48,66,0.2551,6380,4702.19,3218.05,3199.53,4799.30,1.500,3199.53,0,2,1065,27342,0,0
34587,8.925,8.935,9.000,9.000,9.000,9.000,0.000,66.68,0.6668,4.265,0.000,66.68,66.68,0.00,0,0,-3.29632,66.68,66.68,0.00,0,0,66.68,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.73,66.35,0.39,8.936,8.943,4.180,4.284,-0.012,-0.001,0.029,66.68,67,-0.0667,7858,3817.77,3205.60,3199.53,4799.30,1.500,3199.53,0,2,1079,27734,0,0
34722,8.945,8.950,9.000,9.000,9.000,9.000,0.000,66.60,0.6660,4.264,0.000,66.60,66.60,0.00,0,0,-3.30077,66.60,66.60,0.00,0,0,66.60,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.56,66.26,0.30,8.951,8.958,4.175,4.190,-0.007,-0.000,0.016,66.60,67,-0.3838,6592,4550.97,3202.64,3199.53,4799.30,1.500,3199.53,0,2,1095,28116,0,0
34822,8.933,8.943,9.000,9.000,9.000,9.000,0.000,66.76,0.6676,4.264,0.000,66.76,66.76,0.00,0,0,-3.30528,66.76,66.76,0.00,0,0,66.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.79,66.45,0.34,8.944,8.950,4.188,4.291,-0.012,-0.001,0.022,66.76,67,-0.4196,7911,3792.19,3226.29,3251.11,4957.94,1.525,3251.11,0,2,1105,28388,0,0
34955,8.947,8.951,9.000,9.000,9.000,9.000,0.000,66.76,0.6676,4.265,0.000,66.76,66.76,0.00,0,0,-3.30952,66.76,66.76,0.00,0,0,66.76,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.80,66.51,0.29,8.952,8.957,4.197,4.245,-0.006,-0.001,0.016,66.76,67,-0.2952,7246,4140.22,3238.40,3251.11,4957.94,1.525,3251.11,0,2,1120,28693,0,0
35093,8.977,8.972,9.000,9.000,9.000,9.000,0.000,66.63,0.6663,4.261,0.000,66.63,66.63,0.00,0,0,-3.31478,66.63,66.63,0.00,0,0,66.63,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.47,66.31,0.16,8.973,8.979,4.179,4.130,0.005,0.000,0.005,66.63,67,0.0241,7208,4162.04,3246.94,3251.11,4957.94,1.525,3251.11,0,2,1137,29033,0,0
35224,8.973,8.968,9.000,9.000,9.000,9.000,0.000,66.73,0.6673,4.260,0.000,66.73,66.73,0.00,0,0,-3.31766,66.73,66.73,0.00,0,0,66.73,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.60,66.41,0.19,8.969,8.973,4.185,4.208,0.005,-0.000,0.007,66.73,67,0.1391,7525,3986.71,3284.93,3324.78,4541.17,1.366,3324.78,0,2,1151,29389,0,0
35324,8.961,8.964,9.000,9.000,9.000,9.000,0.000,66.83,0.6683,4.260,0.000,66.83,66.83,0.00,0,0,-3.32071,66.83,66.83,0.00,0,0,66.83,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.79,66.57,0.21,8.965,8.969,4.201,4.264,-0.004,-0.001,0.009,66.83,66,0.4964,9099,3297.07,3298.83,3324.78,4541.17,1.366,3297.07,1,1,1161,29619,0,0
35455,8.982,8.978,9.000,9.000,9.000,9.000,0.000,66.75,0.6675,4.258,0.000,66.75,66.75,0.00,0,0,-3.32464,66.75,66.75,0.00,0,0,66.75,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.64,66.51,0.13,8.979,8.984,4.198,4.176,0.004,0.000,0.003,66.75,66,0.3292,7802,3845.17,3316.28,3324.78,4541.17,1.366,3324.78,0,2,1174,29912,0,0
35591,8.977,8.978,9.000,9.000,9.000,9.000,0.000,66.79,0.6679,4.256,0.000,66.79,66.79,0.00,0,0,-3.32648,66.79,66.79,0.00,0,0,66.79,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.64,66.52,0.13,8.979,8.983,4.196,4.215,-0.002,-0.000,0.003,66.79,67,-0.4088,7246,4140.22,3234.81,3149.34,4475.37,1.421,3149.34,0,2,1188,30211,0,0
35724,8.980,8.978,9.000,9.000,9.000,9.000,0.000,66.88,0.6688,4.258,0.000,66.88,66.88,0.00,0,0,-3.33116,66.88,66.88,0.00,0,0,66.88,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.91,66.77,0.13,8.978,8.980,4.225,4.230,0.002,-0.000,0.004,66.88,67,-0.0840,8208,3654.97,3171.74,3149.34,4475.37,1.421,3149.34,0,2,1203,30595,0,0
35864,8.979,8.977,9.000,9.000,9.000,9.000,0.000,66.98,0.6698,4.262,0.000,66.98,66.98,0.00,0,0,-3.33591,66.98,66.98,0.00,0,0,66.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.11,66.97,0.14,8.977,8.977,4.245,4.239,0.002,-0.001,0.004,66.98,67,-0.1669,6973,4302.31,3164.39,3149.34,4475.37,1.421,3149.34,0,2,1217,30875,0,0
35996,8.979,8.983,9.000,9.000,9.000,9.000,0.000,66.96,0.6696,4.259,0.000,66.96,66.96,0.00,0,0,-3.33803,66.96,66.96,0.00,0,0,66.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.91,66.81,0.10,8.983,8.985,4.224,4.243,-0.005,-0.000,0.002,66.96,67,0.3631,7804,3844.18,3157.12,3153.58,4620.36,1.465,3153.58,0,2,1232,31260,0,0
36096,8.975,8.982,9.000,9.000,9.000,9.000,0.000,66.98,0.6698,4.258,0.000,66.98,66.98,0.00,0,0,-3.33884,66.98,66.98,0.00,0,0,66.98,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.92,66.81,0.10,8.983,8.984,4.223,4.261,-0.009,-0.000,0.002,66.98,67,0.2220,9481,3164.22,3157.98,3153.58,4620.36,1.465,3164.22,1,1,1241,31498,0,0
36228,8.990,8.987,9.000,9.000,9.000,9.000,0.000,66.95,0.6695,4.258,0.000,66.95,66.95,0.00,0,0,-3.34009,66.95,66.95,0.00,0,0,66.95,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.90,66.82,0.08,8.987,8.989,4.226,4.229,0.003,-0.000,0.001,66.95,67,0.0820,6766,4433.93,3155.83,3153.58,4620.36,1.465,3153.58,0,2,1257,31923,0,0
36367,8.994,8.988,9.000,9.000,9.000,9.000,0.000,66.96,0.6696,4.258,0.000,66.96,66.96,0.00,0,0,-3.34130,66.96,66.96,0.00,0,0,66.96,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,66.92,66.86,0.07,8.989,8.990,4.230,4.225,0.006,-0.000,0.001,66.96,67,0.0027,8025,3738.32,3225.01,3297.58,5193.69,1.575,3297.58,0,2,1272,32315,0,0
36500,8.991,8.985,9.000,9.000,9.000,9.000,0.000,67.04,0.6704,4.260,0.000,67.04,67.04,0.00,0,0,-3.34301,67.04,67.04,0.00,0,0,67.04,0.00,0.00,0.00,0.00,1.000,1.000,0.00,0,255.00,1,67.11,67.02,0.09,8.985,8.985,4.248,4.253,0.007,-0.000,0.002,67.04,67,0.2110,7025,4270.46,3260.42,3297.58,5193.69,1.575,3297.58,0,2,1288,32704,0,0
